Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,Firefox 96.0,,,2022-02-02 11:01:53,2022-02-02 11:04:15,2m - 21.779s,PASSED
,,,,,,,
Test Cases/Universal/Login/TC-1 Login with Moviestar,Firefox 96.0,,,2022-02-02 11:01:53,2022-02-02 11:02:29,35.348s,PASSED
"openBrowser("""")",Firefox 96.0,,,2022-02-02 11:01:54,2022-02-02 11:01:57,3.377s,PASSED
"setViewPortSize(1920, 1080)",Firefox 96.0,,,2022-02-02 11:01:57,2022-02-02 11:01:57,0.083s,PASSED
navigateToUrl(url),Firefox 96.0,,,2022-02-02 11:01:57,2022-02-02 11:02:19,21.964s,PASSED
delay(5),Firefox 96.0,,,2022-02-02 11:02:19,2022-02-02 11:02:24,5.073s,PASSED
maximizeWindow(),Firefox 96.0,,,2022-02-02 11:02:24,2022-02-02 11:02:24,0.277s,PASSED
"if (verifyTextPresent(""REGISTER / LOGIN"", true, STOP_ON_FAILURE))",Firefox 96.0,,,2022-02-02 11:02:24,2022-02-02 11:02:29,4.023s,PASSED
,,,,,,,
Test Cases/Universal/Login/TC-3 Login with Director,Firefox 96.0,,,2022-02-02 11:02:29,2022-02-02 11:03:03,34.432s,PASSED
"openBrowser("""")",Firefox 96.0,,,2022-02-02 11:02:29,2022-02-02 11:02:31,2.530s,PASSED
"setViewPortSize(1920, 1080)",Firefox 96.0,,,2022-02-02 11:02:31,2022-02-02 11:02:31,0.022s,PASSED
navigateToUrl(url),Firefox 96.0,,,2022-02-02 11:02:31,2022-02-02 11:02:54,22.506s,PASSED
delay(5),Firefox 96.0,,,2022-02-02 11:02:54,2022-02-02 11:02:59,5.003s,PASSED
maximizeWindow(),Firefox 96.0,,,2022-02-02 11:02:59,2022-02-02 11:02:59,0.262s,PASSED
"if (verifyTextPresent(""REGISTER / LOGIN"", true, STOP_ON_FAILURE))",Firefox 96.0,,,2022-02-02 11:02:59,2022-02-02 11:03:03,3.763s,PASSED
,,,,,,,
Test Cases/Universal/Login/TC-2 Login with Screenwriter,Firefox 96.0,,,2022-02-02 11:03:03,2022-02-02 11:03:36,32.932s,PASSED
"openBrowser("""")",Firefox 96.0,,,2022-02-02 11:03:03,2022-02-02 11:03:06,2.600s,PASSED
"setViewPortSize(1920, 1080)",Firefox 96.0,,,2022-02-02 11:03:06,2022-02-02 11:03:06,0.028s,PASSED
navigateToUrl(url),Firefox 96.0,,,2022-02-02 11:03:06,2022-02-02 11:03:27,20.842s,PASSED
delay(5),Firefox 96.0,,,2022-02-02 11:03:27,2022-02-02 11:03:32,5.002s,PASSED
maximizeWindow(),Firefox 96.0,,,2022-02-02 11:03:32,2022-02-02 11:03:32,0.276s,PASSED
"if (verifyTextPresent(""REGISTER / LOGIN"", true, STOP_ON_FAILURE))",Firefox 96.0,,,2022-02-02 11:03:32,2022-02-02 11:03:36,3.909s,PASSED
,,,,,,,
Test Cases/Universal/Login/TC-4 Login with Extra,Firefox 96.0,,,2022-02-02 11:03:36,2022-02-02 11:04:15,38.687s,PASSED
"openBrowser("""")",Firefox 96.0,,,2022-02-02 11:03:36,2022-02-02 11:03:39,2.880s,PASSED
"setViewPortSize(1920, 1080)",Firefox 96.0,,,2022-02-02 11:03:39,2022-02-02 11:03:39,0.019s,PASSED
navigateToUrl(url),Firefox 96.0,,,2022-02-02 11:03:39,2022-02-02 11:04:05,25.647s,PASSED
delay(5),Firefox 96.0,,,2022-02-02 11:04:05,2022-02-02 11:04:10,5.004s,PASSED
maximizeWindow(),Firefox 96.0,,,2022-02-02 11:04:10,2022-02-02 11:04:10,0.263s,PASSED
"if (verifyTextPresent(""REGISTER / LOGIN"", true, STOP_ON_FAILURE))",Firefox 96.0,,,2022-02-02 11:04:10,2022-02-02 11:04:15,4.531s,PASSED
closeBrowser(),Firefox 96.0,,,2022-02-02 11:04:15,2022-02-02 11:04:15,0.003s,PASSED
