Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,Firefox 96.0,,,2022-01-31 17:45:27,2022-01-31 17:48:02,2m - 34.698s,PASSED
,,,,,,,
Test Cases/Universal/Login/TC-1 Login with Moviestar,Firefox 96.0,,,2022-01-31 17:45:27,2022-01-31 17:46:01,33.565s,PASSED
"openBrowser("""")",Firefox 96.0,,,2022-01-31 17:45:28,2022-01-31 17:45:30,1.980s,PASSED
"setViewPortSize(1920, 1080)",Firefox 96.0,,,2022-01-31 17:45:30,2022-01-31 17:45:30,0.028s,PASSED
navigateToUrl(url),Firefox 96.0,,,2022-01-31 17:45:30,2022-01-31 17:45:52,21.865s,PASSED
delay(5),Firefox 96.0,,,2022-01-31 17:45:52,2022-01-31 17:45:57,5.034s,PASSED
maximizeWindow(),Firefox 96.0,,,2022-01-31 17:45:57,2022-01-31 17:45:57,0.279s,PASSED
"if (verifyTextPresent(""REGISTER / LOGIN"", true, STOP_ON_FAILURE))",Firefox 96.0,,,2022-01-31 17:45:57,2022-01-31 17:46:01,4.072s,PASSED
,,,,,,,
Test Cases/Universal/Login/TC-3 Login with Director,Firefox 96.0,,,2022-01-31 17:46:01,2022-01-31 17:46:42,41.497s,PASSED
"openBrowser("""")",Firefox 96.0,,,2022-01-31 17:46:01,2022-01-31 17:46:03,2.126s,PASSED
"setViewPortSize(1920, 1080)",Firefox 96.0,,,2022-01-31 17:46:03,2022-01-31 17:46:03,0.028s,PASSED
navigateToUrl(url),Firefox 96.0,,,2022-01-31 17:46:03,2022-01-31 17:46:33,29.928s,PASSED
delay(5),Firefox 96.0,,,2022-01-31 17:46:33,2022-01-31 17:46:38,5.002s,PASSED
maximizeWindow(),Firefox 96.0,,,2022-01-31 17:46:38,2022-01-31 17:46:39,0.266s,PASSED
"if (verifyTextPresent(""REGISTER / LOGIN"", true, STOP_ON_FAILURE))",Firefox 96.0,,,2022-01-31 17:46:39,2022-01-31 17:46:42,3.816s,PASSED
,,,,,,,
Test Cases/Universal/Login/TC-2 Login with Screenwriter,Firefox 96.0,,,2022-01-31 17:46:42,2022-01-31 17:47:20,37.560s,PASSED
"openBrowser("""")",Firefox 96.0,,,2022-01-31 17:46:43,2022-01-31 17:46:45,2.369s,PASSED
"setViewPortSize(1920, 1080)",Firefox 96.0,,,2022-01-31 17:46:45,2022-01-31 17:46:45,0.025s,PASSED
navigateToUrl(url),Firefox 96.0,,,2022-01-31 17:46:45,2022-01-31 17:47:11,26.246s,PASSED
delay(5),Firefox 96.0,,,2022-01-31 17:47:11,2022-01-31 17:47:16,5.002s,PASSED
maximizeWindow(),Firefox 96.0,,,2022-01-31 17:47:16,2022-01-31 17:47:17,0.258s,PASSED
"if (verifyTextPresent(""REGISTER / LOGIN"", true, STOP_ON_FAILURE))",Firefox 96.0,,,2022-01-31 17:47:17,2022-01-31 17:47:20,3.430s,PASSED
,,,,,,,
Test Cases/Universal/Login/TC-4 Login with Extra,Firefox 96.0,,,2022-01-31 17:47:20,2022-01-31 17:48:02,41.764s,PASSED
"openBrowser("""")",Firefox 96.0,,,2022-01-31 17:47:20,2022-01-31 17:47:22,1.927s,PASSED
"setViewPortSize(1920, 1080)",Firefox 96.0,,,2022-01-31 17:47:22,2022-01-31 17:47:22,0.015s,PASSED
navigateToUrl(url),Firefox 96.0,,,2022-01-31 17:47:22,2022-01-31 17:47:48,25.594s,PASSED
delay(5),Firefox 96.0,,,2022-01-31 17:47:48,2022-01-31 17:47:53,5.002s,PASSED
maximizeWindow(),Firefox 96.0,,,2022-01-31 17:47:53,2022-01-31 17:47:53,0.261s,PASSED
"if (verifyTextPresent(""REGISTER / LOGIN"", true, STOP_ON_FAILURE))",Firefox 96.0,,,2022-01-31 17:47:53,2022-01-31 17:47:57,3.571s,PASSED
delay(5),Firefox 96.0,,,2022-01-31 17:47:57,2022-01-31 17:48:02,5.002s,PASSED
"takeScreenshot(""/home/knoldus/Katalon Studio/Login.png"")",Firefox 96.0,,,2022-01-31 17:48:02,2022-01-31 17:48:02,0.158s,PASSED
