Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,Chrome 97.0.4692.99,,,2022-02-02 15:56:06,2022-02-02 15:58:53,2m - 46.589s,FAILED
,,,,,,,
Test Cases/Universal/Login/Login with Users,Chrome 97.0.4692.99,,,2022-02-02 15:56:07,2022-02-02 15:56:38,31.716s,PASSED
"openBrowser("""")",Chrome 97.0.4692.99,,,2022-02-02 15:56:07,2022-02-02 15:56:08,1.067s,PASSED
"setViewPortSize(1920, 1080)",Chrome 97.0.4692.99,,,2022-02-02 15:56:08,2022-02-02 15:56:08,0.142s,PASSED
navigateToUrl(url),Chrome 97.0.4692.99,,,2022-02-02 15:56:08,2022-02-02 15:56:30,22.146s,PASSED
delay(5),Chrome 97.0.4692.99,,,2022-02-02 15:56:30,2022-02-02 15:56:35,5.022s,PASSED
maximizeWindow(),Chrome 97.0.4692.99,,,2022-02-02 15:56:35,2022-02-02 15:56:35,0.141s,PASSED
"if (verifyTextPresent(""REGISTER / LOGIN"", true, STOP_ON_FAILURE))",Chrome 97.0.4692.99,,,2022-02-02 15:56:35,2022-02-02 15:56:38,2.959s,PASSED
,,,,,,,
Test Cases/Universal/Login/Login with Users,Chrome 97.0.4692.99,,,2022-02-02 15:56:38,2022-02-02 15:57:35,56.773s,FAILED
"openBrowser("""")",Chrome 97.0.4692.99,,,2022-02-02 15:56:38,2022-02-02 15:56:39,0.616s,PASSED
"setViewPortSize(1920, 1080)",Chrome 97.0.4692.99,,,2022-02-02 15:56:39,2022-02-02 15:56:39,0.113s,PASSED
navigateToUrl(url),Chrome 97.0.4692.99,,,2022-02-02 15:56:39,2022-02-02 15:56:56,16.519s,PASSED
delay(5),Chrome 97.0.4692.99,,,2022-02-02 15:56:56,2022-02-02 15:57:01,5.002s,PASSED
maximizeWindow(),Chrome 97.0.4692.99,,,2022-02-02 15:57:01,2022-02-02 15:57:01,0.122s,PASSED
"if (verifyTextPresent(""REGISTER / LOGIN"", true, STOP_ON_FAILURE))",Chrome 97.0.4692.99,,,2022-02-02 15:57:01,2022-02-02 15:57:35,34.389s,PASSED
,,,,,,,
Test Cases/Universal/Login/Login with Users,Chrome 97.0.4692.99,,,2022-02-02 15:57:35,2022-02-02 15:57:58,22.617s,PASSED
"openBrowser("""")",Chrome 97.0.4692.99,,,2022-02-02 15:57:35,2022-02-02 15:57:36,0.561s,PASSED
"setViewPortSize(1920, 1080)",Chrome 97.0.4692.99,,,2022-02-02 15:57:36,2022-02-02 15:57:36,0.113s,PASSED
navigateToUrl(url),Chrome 97.0.4692.99,,,2022-02-02 15:57:36,2022-02-02 15:57:50,14.127s,PASSED
delay(5),Chrome 97.0.4692.99,,,2022-02-02 15:57:50,2022-02-02 15:57:55,5.002s,PASSED
maximizeWindow(),Chrome 97.0.4692.99,,,2022-02-02 15:57:55,2022-02-02 15:57:55,0.108s,PASSED
"if (verifyTextPresent(""REGISTER / LOGIN"", true, STOP_ON_FAILURE))",Chrome 97.0.4692.99,,,2022-02-02 15:57:55,2022-02-02 15:57:58,2.696s,PASSED
,,,,,,,
Test Cases/Universal/Login/Login with Users,Chrome 97.0.4692.99,,,2022-02-02 15:57:58,2022-02-02 15:58:53,55.168s,FAILED
"openBrowser("""")",Chrome 97.0.4692.99,,,2022-02-02 15:57:58,2022-02-02 15:57:58,0.596s,PASSED
"setViewPortSize(1920, 1080)",Chrome 97.0.4692.99,,,2022-02-02 15:57:58,2022-02-02 15:57:58,0.117s,PASSED
navigateToUrl(url),Chrome 97.0.4692.99,,,2022-02-02 15:57:58,2022-02-02 15:58:13,15.045s,PASSED
delay(5),Chrome 97.0.4692.99,,,2022-02-02 15:58:13,2022-02-02 15:58:18,5.002s,PASSED
maximizeWindow(),Chrome 97.0.4692.99,,,2022-02-02 15:58:18,2022-02-02 15:58:19,0.108s,PASSED
"if (verifyTextPresent(""REGISTER / LOGIN"", true, STOP_ON_FAILURE))",Chrome 97.0.4692.99,,,2022-02-02 15:58:19,2022-02-02 15:58:53,34.290s,PASSED
